SectionName,hw,tw,bf,tf,Fy,a3,s,w,E,G,nu,phi_s,phi_f,L,omega2,alpha_LT
WTF440/450×32,440,4.18,450,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH440/127×6,440,4.94,127,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH440/152×6,440,4.94,152,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH440/152×8,440,4.94,152,8,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH440/152×10,440,4.94,152,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH440/178×10,440,4.94,178,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH440/152×13,440,4.94,152,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH440/178×13,440,4.94,178,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH440/203×13,440,4.94,203,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH440/152×19,440,4.94,152,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH440/203×16,440,4.94,203,16,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH440/203×19,440,4.94,203,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH440/254×19,440,4.94,254,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH440/203×25,440,4.94,203,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH440/254×25,440,4.94,254,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH440/279×25,440,4.94,279,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH440/305×25,440,4.94,305,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH440/254×32,440,4.94,254,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH440/330×25,440,4.94,330,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH440/356×25,440,4.94,356,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH440/305×32,440,4.94,305,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH440/406×25,440,4.94,406,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH440/356×32,440,4.94,356,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH440/406×32,440,4.94,406,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH440/450×32,440,4.94,450,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK440/127×6,440,6.07,127,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK440/152×6,440,6.07,152,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK440/152×8,440,6.07,152,8,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK440/152×10,440,6.07,152,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK440/178×10,440,6.07,178,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK440/152×13,440,6.07,152,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK440/178×13,440,6.07,178,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK440/203×13,440,6.07,203,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK440/152×19,440,6.07,152,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK440/203×16,440,6.07,203,16,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK440/203×19,440,6.07,203,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK440/254×19,440,6.07,254,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK440/203×25,440,6.07,203,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK440/254×25,440,6.07,254,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK440/279×25,440,6.07,279,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK440/305×25,440,6.07,305,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK440/254×32,440,6.07,254,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK440/330×25,440,6.07,330,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK440/356×25,440,6.07,356,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK440/305×32,440,6.07,305,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK440/406×25,440,6.07,406,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK440/356×32,440,6.07,356,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK440/406×32,440,6.07,406,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK440/450×32,440,6.07,450,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA500/127×6,500,1.9,127,6,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA500/152×6,500,1.9,152,6,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA500/152×8,500,1.9,152,8,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA500/152×10,500,1.9,152,10,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA500/178×10,500,1.9,178,10,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA500/152×13,500,1.9,152,13,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA500/178×13,500,1.9,178,13,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA500/203×13,500,1.9,203,13,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA500/152×19,500,1.9,152,19,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA500/203×16,500,1.9,203,16,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA500/203×19,500,1.9,203,19,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA500/254×19,500,1.9,254,19,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA500/203×25,500,1.9,203,25,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA500/254×25,500,1.9,254,25,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA500/279×25,500,1.9,279,25,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA500/305×25,500,1.9,305,25,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA500/254×32,500,1.9,254,32,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA500/330×25,500,1.9,330,25,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA500/356×25,500,1.9,356,25,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA500/305×32,500,1.9,305,32,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA500/406×25,500,1.9,406,25,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA500/356×32,500,1.9,356,32,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA500/406×32,500,1.9,406,32,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA500/450×32,500,1.9,450,32,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB500/127×6,500,2.66,127,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB500/152×6,500,2.66,152,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB500/152×8,500,2.66,152,8,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB500/152×10,500,2.66,152,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB500/178×10,500,2.66,178,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB500/152×13,500,2.66,152,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB500/178×13,500,2.66,178,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB500/203×13,500,2.66,203,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB500/152×19,500,2.66,152,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB500/203×16,500,2.66,203,16,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB500/203×19,500,2.66,203,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB500/254×19,500,2.66,254,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB500/203×25,500,2.66,203,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB500/254×25,500,2.66,254,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB500/279×25,500,2.66,279,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB500/305×25,500,2.66,305,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB500/254×32,500,2.66,254,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB500/330×25,500,2.66,330,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB500/356×25,500,2.66,356,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB500/305×32,500,2.66,305,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB500/406×25,500,2.66,406,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB500/356×32,500,2.66,356,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB500/406×32,500,2.66,406,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB500/450×32,500,2.66,450,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC500/127×6,500,3.04,127,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC500/152×6,500,3.04,152,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC500/152×8,500,3.04,152,8,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC500/152×10,500,3.04,152,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC500/178×10,500,3.04,178,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC500/152×13,500,3.04,152,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC500/178×13,500,3.04,178,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC500/203×13,500,3.04,203,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC500/152×19,500,3.04,152,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC500/203×16,500,3.04,203,16,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC500/203×19,500,3.04,203,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC500/254×19,500,3.04,254,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC500/203×25,500,3.04,203,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC500/254×25,500,3.04,254,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC500/279×25,500,3.04,279,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC500/305×25,500,3.04,305,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC500/254×32,500,3.04,254,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC500/330×25,500,3.04,330,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC500/356×25,500,3.04,356,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC500/305×32,500,3.04,305,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC500/406×25,500,3.04,406,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC500/356×32,500,3.04,356,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC500/406×32,500,3.04,406,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC500/450×32,500,3.04,450,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF500/127×6,500,4.18,127,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF500/152×6,500,4.18,152,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF500/152×8,500,4.18,152,8,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF500/152×10,500,4.18,152,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF500/178×10,500,4.18,178,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF500/152×13,500,4.18,152,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF500/178×13,500,4.18,178,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF500/203×13,500,4.18,203,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF500/152×19,500,4.18,152,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF500/203×16,500,4.18,203,16,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF500/203×19,500,4.18,203,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF500/254×19,500,4.18,254,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF500/203×25,500,4.18,203,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF500/254×25,500,4.18,254,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF500/279×25,500,4.18,279,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF500/305×25,500,4.18,305,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF500/254×32,500,4.18,254,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF500/330×25,500,4.18,330,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF500/356×25,500,4.18,356,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF500/305×32,500,4.18,305,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF500/406×25,500,4.18,406,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF500/356×32,500,4.18,356,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF500/406×32,500,4.18,406,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF500/450×32,500,4.18,450,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH500/127×6,500,4.94,127,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH500/152×6,500,4.94,152,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH500/152×8,500,4.94,152,8,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH500/152×10,500,4.94,152,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH500/178×10,500,4.94,178,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH500/152×13,500,4.94,152,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH500/178×13,500,4.94,178,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH500/203×13,500,4.94,203,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH500/152×19,500,4.94,152,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH500/203×16,500,4.94,203,16,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH500/203×19,500,4.94,203,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH500/254×19,500,4.94,254,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH500/203×25,500,4.94,203,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH500/254×25,500,4.94,254,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH500/279×25,500,4.94,279,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH500/305×25,500,4.94,305,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH500/254×32,500,4.94,254,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH500/330×25,500,4.94,330,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH500/356×25,500,4.94,356,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH500/305×32,500,4.94,305,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH500/406×25,500,4.94,406,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH500/356×32,500,4.94,356,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH500/406×32,500,4.94,406,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH500/450×32,500,4.94,450,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK500/127×6,500,6.07,127,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK500/152×6,500,6.07,152,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK500/152×8,500,6.07,152,8,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK500/152×10,500,6.07,152,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK500/178×10,500,6.07,178,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK500/152×13,500,6.07,152,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK500/178×13,500,6.07,178,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK500/203×13,500,6.07,203,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK500/152×19,500,6.07,152,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK500/203×16,500,6.07,203,16,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK500/203×19,500,6.07,203,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK500/254×19,500,6.07,254,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK500/203×25,500,6.07,203,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK500/254×25,500,6.07,254,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK500/279×25,500,6.07,279,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK500/305×25,500,6.07,305,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK500/254×32,500,6.07,254,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK500/330×25,500,6.07,330,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK500/356×25,500,6.07,356,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK500/305×32,500,6.07,305,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK500/406×25,500,6.07,406,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK500/356×32,500,6.07,356,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK500/406×32,500,6.07,406,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK500/450×32,500,6.07,450,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA610/127×6,610,1.9,127,6,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA610/152×6,610,1.9,152,6,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA610/152×8,610,1.9,152,8,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA610/152×10,610,1.9,152,10,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA610/178×10,610,1.9,178,10,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA610/152×13,610,1.9,152,13,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA610/178×13,610,1.9,178,13,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA610/203×13,610,1.9,203,13,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA610/152×19,610,1.9,152,19,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA610/203×16,610,1.9,203,16,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA610/203×19,610,1.9,203,19,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA610/254×19,610,1.9,254,19,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA610/203×25,610,1.9,203,25,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA610/254×25,610,1.9,254,25,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA610/279×25,610,1.9,279,25,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA610/305×25,610,1.9,305,25,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA610/254×32,610,1.9,254,32,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA610/330×25,610,1.9,330,25,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA610/356×25,610,1.9,356,25,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA610/305×32,610,1.9,305,32,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA610/406×25,610,1.9,406,25,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA610/356×32,610,1.9,356,32,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA610/406×32,610,1.9,406,32,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA610/450×32,610,1.9,450,32,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB610/127×6,610,2.66,127,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB610/152×6,610,2.66,152,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB610/152×8,610,2.66,152,8,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB610/152×10,610,2.66,152,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB610/178×10,610,2.66,178,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB610/152×13,610,2.66,152,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB610/178×13,610,2.66,178,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB610/203×13,610,2.66,203,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB610/152×19,610,2.66,152,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB610/203×16,610,2.66,203,16,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB610/203×19,610,2.66,203,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB610/254×19,610,2.66,254,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB610/203×25,610,2.66,203,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB610/254×25,610,2.66,254,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB610/279×25,610,2.66,279,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB610/305×25,610,2.66,305,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB610/254×32,610,2.66,254,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB610/330×25,610,2.66,330,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB610/356×25,610,2.66,356,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB610/305×32,610,2.66,305,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB610/406×25,610,2.66,406,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB610/356×32,610,2.66,356,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB610/406×32,610,2.66,406,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
